time	type	subtype	content
10.973	state		no_reward
11.073	state		reward_consumption
11.388	event	input	poke_4_out
11.498	event	input	poke_4
11.687	event	input	poke_4_out
11.817	event	input	poke_4
12.017	event	input	poke_4_out
13.018	event	timer	consumption_timer
13.018	state		inter_trial_interval
14.716	event	sync	rsync
14.975	event	input	poke_5
15.041	event	input	poke_5_out
15.319	event	input	poke_4
15.854	state		initiation_state
16.068	event	input	poke_4_out
16.326	event	sync	rsync
16.457	event	input	poke_5
16.458	state		choice_state
16.554	event	input	poke_5_out
16.839	event	input	poke_4
16.841	state		chose_left
16.842	variable	print	{"n_trials": 3, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.3894004, "threshold_crossed": false}
17.342	state		no_reward
17.442	state		reward_consumption
18.698	event	input	poke_4_out
19.699	event	timer	consumption_timer
19.699	state		inter_trial_interval
21.553	event	input	poke_5
21.591	event	input	poke_5_out
21.789	event	sync	rsync
21.826	event	input	poke_4
22.313	state		initiation_state
22.555	event	input	poke_4_out
22.796	event	input	poke_5
22.797	state		choice_state
22.914	event	input	poke_5_out
22.959	event	sync	rsync
23.199	event	input	poke_4
23.201	state		chose_left
23.202	variable	print	{"n_trials": 4, "n_rewards": 1, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.3436446, "threshold_crossed": false}
23.702	state		no_reward
23.802	state		reward_consumption
24.330	event	input	poke_4_out
25.330	event	timer	consumption_timer
25.330	state		inter_trial_interval
26.786	event	input	poke_5
26.875	event	input	poke_5_out
28.011	event	input	poke_5
28.080	event	input	poke_5_out
28.270	state		initiation_state
28.662	event	input	poke_5
28.663	state		choice_state
28.735	event	input	poke_5_out
28.911	event	sync	rsync
29.023	event	input	poke_4
29.024	state		chose_left
29.025	variable	print	{"n_trials": 5, "n_rewards": 2, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.3032653, "threshold_crossed": false}
29.525	state		reward_left
29.656	state		reward_consumption
30.561	event	sync	rsync
32.663	event	input	poke_4_out
32.703	event	input	poke_4
32.794	event	input	poke_4_out
32.826	event	input	poke_4
33.069	event	input	poke_4_out
34.070	event	timer	consumption_timer
34.070	state		inter_trial_interval
34.738	event	input	poke_5
34.816	event	input	poke_5_out
35.827	event	input	poke_5
35.920	event	input	poke_5_out
36.125	state		initiation_state
37.291	event	input	poke_5
37.293	state		choice_state
37.338	event	input	poke_5_out
37.385	event	input	poke_5
37.400	event	input	poke_5_out
37.877	event	input	poke_4
37.878	state		chose_left
37.879	variable	print	{"n_trials": 6, "n_rewards": 3, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.2676307, "threshold_crossed": false}
38.108	event	input	poke_4_out
38.164	event	input	poke_4
38.380	state		reward_left
38.511	state		reward_consumption
39.023	event	sync	rsync
43.008	event	input	poke_4_out
44.009	event	timer	consumption_timer
44.009	state		inter_trial_interval
45.446	event	sync	rsync
45.630	event	input	poke_5
45.666	event	input	poke_5_out
46.351	state		initiation_state
47.367	event	input	poke_5
47.368	state		choice_state
47.391	event	input	poke_5_out
47.657	event	input	poke_4
47.658	state		chose_left
47.659	variable	print	{"n_trials": 7, "n_rewards": 4, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.2361833, "threshold_crossed": false}
48.160	state		reward_left
48.291	state		reward_consumption
50.038	event	sync	rsync
53.502	event	input	poke_4_out
53.930	event	sync	rsync
54.503	event	timer	consumption_timer
54.503	state		inter_trial_interval
56.569	state		initiation_state
57.587	event	sync	rsync
61.606	event	sync	rsync
62.339	event	sync	rsync
62.545	event	input	poke_5
62.546	state		forced_choice_right
62.662	event	input	poke_5_out
62.985	event	input	poke_6
62.986	state		chose_right
62.987	variable	print	{"n_trials": 8, "n_rewards": 5, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.2361833, "threshold_crossed": false}
63.434	event	sync	rsync
63.488	state		reward_right
63.609	state		reward_consumption
65.956	event	input	poke_6_out
66.162	event	input	poke_6
67.023	event	input	poke_6_out
68.024	event	timer	consumption_timer
68.024	state		inter_trial_interval
68.889	event	input	poke_5
68.948	event	input	poke_5_out
69.033	event	input	poke_5
69.123	event	input	poke_5_out
69.312	event	input	poke_5
69.425	event	input	poke_5_out
69.621	state		initiation_state
69.825	event	sync	rsync
70.690	event	input	poke_5
70.691	state		choice_state
70.770	event	input	poke_5_out
71.172	event	input	poke_4
71.173	state		chose_left
71.174	variable	print	{"n_trials": 9, "n_rewards": 5, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.208431, "threshold_crossed": false}
71.675	state		no_reward
71.775	state		reward_consumption
72.222	event	sync	rsync
72.228	event	input	poke_4_out
72.241	event	input	poke_4
72.314	event	input	poke_4_out
73.315	event	timer	consumption_timer
73.315	state		inter_trial_interval
74.061	event	input	poke_5
74.133	event	input	poke_5_out
75.362	event	input	poke_5
75.437	event	input	poke_5_out
75.507	state		initiation_state
75.686	event	input	poke_5
75.688	state		choice_state
75.789	event	input	poke_5_out
76.255	event	input	poke_4
76.256	state		chose_left
76.257	variable	print	{"n_trials": 10, "n_rewards": 5, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1839397, "threshold_crossed": false}
76.757	state		no_reward
76.857	state		reward_consumption
77.033	event	input	poke_4_out
77.380	event	input	poke_5
77.504	event	input	poke_5_out
78.034	event	timer	consumption_timer
78.034	state		inter_trial_interval
78.578	event	sync	rsync
78.727	event	input	poke_5
78.893	event	input	poke_5_out
79.395	state		initiation_state
80.959	event	input	poke_5
80.960	state		choice_state
81.006	event	input	poke_5_out
81.086	event	sync	rsync
81.321	event	input	poke_4
81.322	state		chose_left
81.323	variable	print	{"n_trials": 11, "n_rewards": 5, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1623262, "threshold_crossed": false}
81.824	state		no_reward
81.924	state		reward_consumption
82.187	event	input	poke_4_out
83.188	event	timer	consumption_timer
83.188	state		inter_trial_interval
84.818	state		initiation_state
85.380	event	input	poke_5
85.381	state		forced_choice_left
85.424	event	input	poke_5_out
87.178	event	input	poke_6
87.359	event	input	poke_6_out
87.395	event	input	poke_6
87.542	event	sync	rsync
87.974	event	input	poke_6_out
88.162	event	input	poke_6
88.329	event	input	poke_6_out
89.332	event	input	poke_4
89.333	state		chose_left
89.334	variable	print	{"n_trials": 12, "n_rewards": 5, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1623262, "threshold_crossed": false}
89.474	event	input	poke_4_out
89.615	event	input	poke_4
89.835	state		no_reward
89.935	state		reward_consumption
90.197	event	input	poke_4_out
91.198	event	timer	consumption_timer
91.198	state		inter_trial_interval
92.319	state		initiation_state
93.062	event	sync	rsync
93.179	event	input	poke_5
93.180	state		choice_state
93.219	event	input	poke_5_out
93.546	event	input	poke_4
93.547	state		chose_left
93.548	variable	print	{"n_trials": 13, "n_rewards": 6, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.1432524, "threshold_crossed": false}
94.049	state		reward_left
94.180	state		reward_consumption
97.060	event	input	poke_4_out
97.652	event	sync	rsync
98.061	event	timer	consumption_timer
98.061	state		inter_trial_interval
100.654	state		initiation_state
104.898	event	sync	rsync
108.758	event	input	poke_5
108.760	state		forced_choice_left
108.784	event	input	poke_5_out
109.030	event	input	poke_5
109.095	event	input	poke_5_out
109.285	event	sync	rsync
109.480	event	input	poke_4
109.481	state		chose_left
109.482	variable	print	{"n_trials": 14, "n_rewards": 7, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.1432524, "threshold_crossed": false}
109.983	state		reward_left
110.114	state		reward_consumption
114.269	event	input	poke_4_out
114.340	event	input	poke_4
114.346	event	input	poke_4_out
115.347	event	timer	consumption_timer
115.347	state		inter_trial_interval
116.376	event	input	poke_5
116.448	event	input	poke_5_out
116.801	event	sync	rsync
117.714	state		initiation_state
118.444	event	input	poke_5
118.445	state		choice_state
118.500	event	input	poke_5_out
118.727	event	input	poke_4
118.728	state		chose_left
118.729	variable	print	{"n_trials": 15, "n_rewards": 7, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.1264198, "threshold_crossed": false}
119.230	state		no_reward
119.330	state		reward_consumption
119.618	event	input	poke_4_out
120.619	event	timer	consumption_timer
120.619	state		inter_trial_interval
121.842	state		initiation_state
122.144	event	input	poke_5
122.145	state		choice_state
122.247	event	input	poke_5_out
122.590	event	input	poke_6
122.591	state		chose_right
122.592	variable	print	{"n_trials": 16, "n_rewards": 8, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.2290682, "threshold_crossed": false}
122.671	event	input	poke_6_out
122.745	event	input	poke_6
122.768	event	input	poke_6_out
122.780	event	input	poke_6
123.093	state		reward_right
123.214	state		reward_consumption
126.067	event	input	poke_6_out
126.277	event	sync	rsync
127.068	event	timer	consumption_timer
127.068	state		inter_trial_interval
128.416	state		initiation_state
129.082	event	input	poke_5
129.083	state		choice_state
129.178	event	input	poke_5_out
129.487	event	input	poke_6
129.488	state		chose_right
129.489	variable	print	{"n_trials": 17, "n_rewards": 9, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.3196551, "threshold_crossed": false}
129.989	state		reward_right
130.110	state		reward_consumption
133.478	event	sync	rsync
134.137	event	sync	rsync
134.845	event	input	poke_6_out
135.846	event	timer	consumption_timer
135.846	state		inter_trial_interval
136.314	event	sync	rsync
137.167	event	input	poke_5
137.298	event	input	poke_5_out
137.917	state		initiation_state
138.386	event	input	poke_5
138.387	state		forced_choice_left
138.440	event	input	poke_5_out
139.121	event	input	poke_5
139.181	event	input	poke_5_out
139.621	event	input	poke_4
139.622	state		chose_left
139.623	variable	print	{"n_trials": 18, "n_rewards": 9, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.3196551, "threshold_crossed": false}
140.124	state		no_reward
140.224	state		reward_consumption
140.356	event	input	poke_4_out
140.495	event	input	poke_4
140.536	event	input	poke_4_out
141.537	event	timer	consumption_timer
141.537	state		inter_trial_interval
142.963	state		initiation_state
144.021	event	sync	rsync
144.592	event	input	poke_5
144.593	state		choice_state
144.654	event	input	poke_5_out
145.095	event	input	poke_6
145.096	state		chose_right
145.102	variable	print	{"n_trials": 19, "n_rewards": 10, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.3995977, "threshold_crossed": false}
145.134	event	input	poke_6_out
145.186	event	input	poke_6
145.603	state		reward_right
145.724	state		reward_consumption
148.679	event	input	poke_6_out
149.679	event	timer	consumption_timer
149.679	state		inter_trial_interval
151.367	event	sync	rsync
152.454	state		initiation_state
152.704	event	input	poke_5
152.705	state		choice_state
152.791	event	input	poke_5_out
153.043	event	input	poke_6
153.045	state		chose_right
153.046	variable	print	{"n_trials": 20, "n_rewards": 11, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.4701468, "threshold_crossed": false}
153.131	event	input	poke_6_out
153.167	event	input	poke_6
153.546	state		reward_right
153.667	state		reward_consumption
155.033	event	sync	rsync
157.913	event	input	poke_6_out
157.950	event	input	poke_6
158.084	event	input	poke_6_out
158.114	event	input	poke_6
158.222	event	input	poke_6_out
159.223	event	timer	consumption_timer
159.223	state		inter_trial_interval
159.691	event	input	poke_5
159.791	event	input	poke_5_out
160.008	event	input	poke_5
160.102	event	input	poke_5_out
161.690	event	input	poke_5
161.846	event	input	poke_5_out
161.856	state		initiation_state
162.423	event	input	poke_6
163.379	event	input	poke_6_out
163.777	event	input	poke_5
163.779	state		choice_state
163.871	event	input	poke_5_out
164.117	event	input	poke_6
164.118	state		chose_right
164.119	variable	print	{"n_trials": 21, "n_rewards": 12, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5324062, "threshold_crossed": false}
164.205	event	sync	rsync
164.620	state		reward_right
164.741	state		reward_consumption
167.622	event	input	poke_6_out
168.623	event	timer	consumption_timer
168.623	state		inter_trial_interval
170.143	state		initiation_state
171.947	event	input	poke_6
172.063	event	sync	rsync
172.940	event	input	poke_6_out
173.747	event	input	poke_6
174.821	event	input	poke_6_out
175.077	event	sync	rsync
177.304	event	input	poke_5
177.305	state		forced_choice_right
177.374	event	input	poke_5_out
177.531	event	input	poke_5
177.653	event	input	poke_5_out
177.885	event	input	poke_6
177.886	state		chose_right
177.886	variable	print	{"n_trials": 22, "n_rewards": 13, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5324062, "threshold_crossed": false}
178.387	state		reward_right
178.508	state		reward_consumption
181.595	event	input	poke_6_out
181.621	event	input	poke_6
182.456	event	input	poke_6_out
182.894	event	sync	rsync
183.456	event	timer	consumption_timer
183.456	state		inter_trial_interval
184.625	state		initiation_state
184.996	event	input	poke_5
184.997	state		choice_state
185.069	event	input	poke_5_out
185.350	event	input	poke_6
185.351	state		chose_right
185.352	variable	print	{"n_trials": 23, "n_rewards": 14, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5873499, "threshold_crossed": false}
185.853	state		reward_right
185.974	state		reward_consumption
189.150	event	input	poke_6_out
189.776	event	input	poke_6
189.955	event	input	poke_6_out
190.955	event	timer	consumption_timer
190.955	state		inter_trial_interval
191.279	event	sync	rsync
192.136	state		initiation_state
192.182	event	input	poke_5
192.183	state		choice_state
192.289	event	input	poke_5_out
192.553	event	input	poke_6
192.555	state		chose_right
192.555	variable	print	{"n_trials": 24, "n_rewards": 14, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.6358376, "threshold_crossed": false}
193.056	state		no_reward
193.156	state		reward_consumption
193.469	event	sync	rsync
193.542	event	input	poke_6_out
193.608	event	input	poke_6
193.652	event	input	poke_6_out
193.810	event	input	poke_6
193.888	event	input	poke_6_out
194.888	event	timer	consumption_timer
194.888	state		inter_trial_interval
196.777	event	input	poke_5
196.830	event	input	poke_5_out
196.892	state		initiation_state
196.931	event	input	poke_5
196.932	state		choice_state
197.054	event	input	poke_5_out
197.299	event	input	poke_6
197.300	state		chose_right
197.301	variable	print	{"n_trials": 25, "n_rewards": 15, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6786278, "threshold_crossed": false}
197.802	state		reward_right
197.923	state		reward_consumption
198.324	event	sync	rsync
200.719	event	input	poke_6_out
201.719	event	timer	consumption_timer
201.719	state		inter_trial_interval
204.363	state		initiation_state
204.387	event	sync	rsync
204.451	event	input	poke_5
204.453	state		forced_choice_right
204.523	event	input	poke_5_out
204.774	event	input	poke_6
204.775	state		chose_right
204.776	variable	print	{"n_trials": 26, "n_rewards": 16, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6786278, "threshold_crossed": false}
205.276	state		reward_right
205.342	event	sync	rsync
205.397	state		reward_consumption
208.715	event	input	poke_6_out
209.715	event	timer	consumption_timer
209.715	state		inter_trial_interval
210.185	event	input	poke_5
210.245	event	input	poke_5_out
211.104	event	input	poke_5
211.136	event	input	poke_5_out
211.363	state		initiation_state
211.530	event	input	poke_5
211.531	state		choice_state
211.618	event	input	poke_5_out
211.884	event	input	poke_6
211.886	state		chose_right
211.887	variable	print	{"n_trials": 27, "n_rewards": 16, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.71639, "threshold_crossed": false}
212.387	state		no_reward
212.487	state		reward_consumption
213.254	event	input	poke_6_out
214.017	event	sync	rsync
214.255	event	timer	consumption_timer
214.255	state		inter_trial_interval
215.460	event	input	poke_5
215.478	event	input	poke_5_out
216.361	event	input	poke_5
216.437	event	input	poke_5_out
216.438	state		initiation_state
216.818	event	input	poke_5
216.819	state		choice_state
216.939	event	input	poke_5_out
217.284	event	input	poke_4
217.285	state		chose_left
217.286	variable	print	{"n_trials": 28, "n_rewards": 16, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.632212, "threshold_crossed": false}
217.412	event	input	poke_4_out
217.480	event	input	poke_4
217.787	state		no_reward
217.887	state		reward_consumption
218.178	event	input	poke_4_out
218.631	event	input	poke_5
218.712	event	input	poke_5_out
219.178	event	timer	consumption_timer
219.178	state		inter_trial_interval
219.437	event	input	poke_6
219.478	event	input	poke_6_out
220.533	event	input	poke_5
220.552	event	input	poke_5_out
220.597	event	input	poke_5
220.724	event	input	poke_5_out
220.937	event	sync	rsync
221.364	state		initiation_state
221.442	event	input	poke_5
221.443	state		choice_state
221.527	event	input	poke_5_out
221.627	event	sync	rsync
222.011	event	input	poke_6
222.013	state		chose_right
222.014	variable	print	{"n_trials": 29, "n_rewards": 16, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.6754282, "threshold_crossed": false}
222.514	state		no_reward
222.614	state		reward_consumption
222.947	event	input	poke_6_out
223.083	event	input	poke_6
223.342	event	input	poke_6_out
224.091	event	input	poke_5
224.156	event	input	poke_5_out
224.343	event	timer	consumption_timer
224.343	state		inter_trial_interval
224.435	event	input	poke_5
224.579	event	input	poke_5_out
227.107	state		initiation_state
228.353	event	input	poke_5
228.354	state		choice_state
228.404	event	input	poke_5_out
228.551	event	input	poke_5
228.651	event	input	poke_5_out
229.108	event	input	poke_4
229.110	state		chose_left
229.111	variable	print	{"n_trials": 30, "n_rewards": 17, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.5960633, "threshold_crossed": false}
229.255	event	input	poke_4_out
229.273	event	input	poke_4
229.611	state		reward_left
229.646	event	sync	rsync
229.742	state		reward_consumption
232.469	event	input	poke_4_out
233.469	event	timer	consumption_timer
233.469	state		inter_trial_interval
235.703	state		initiation_state
236.319	event	input	poke_5
236.320	state		choice_state
236.464	event	input	poke_5_out
236.777	event	input	poke_4
236.778	state		chose_left
236.779	variable	print	{"n_trials": 31, "n_rewards": 17, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5260241, "threshold_crossed": false}
237.063	event	sync	rsync
237.280	state		no_reward
237.380	state		reward_consumption
237.879	event	input	poke_4_out
238.880	event	timer	consumption_timer
238.880	state		inter_trial_interval
239.768	event	sync	rsync
240.601	state		initiation_state
241.900	event	input	poke_5
241.901	state		forced_choice_right
241.997	event	input	poke_5_out
242.354	event	input	poke_6
242.355	state		chose_right
242.356	variable	print	{"n_trials": 32, "n_rewards": 18, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5260241, "threshold_crossed": false}
242.856	state		reward_right
242.977	state		reward_consumption
244.654	event	sync	rsync
245.144	event	input	poke_6_out
245.350	event	sync	rsync
246.144	event	timer	consumption_timer
246.144	state		inter_trial_interval
247.202	event	sync	rsync
248.976	state		initiation_state
250.551	event	sync	rsync
251.676	event	input	poke_5
251.677	state		choice_state
251.739	event	input	poke_5_out
252.064	event	input	poke_6
252.065	state		chose_right
252.066	variable	print	{"n_trials": 33, "n_rewards": 19, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5817177, "threshold_crossed": false}
252.567	state		reward_right
252.688	state		reward_consumption
254.318	event	sync	rsync
256.333	event	input	poke_6_out
257.333	event	timer	consumption_timer
257.333	state		inter_trial_interval
260.179	state		initiation_state
261.121	event	input	poke_5
261.122	state		forced_choice_left
261.159	event	input	poke_5_out
261.440	event	input	poke_6
262.470	event	input	poke_6_out
262.477	event	sync	rsync
262.511	event	input	poke_6
262.620	event	input	poke_6_out
263.361	event	input	poke_4
263.362	state		chose_left
263.363	variable	print	{"n_trials": 34, "n_rewards": 19, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5817177, "threshold_crossed": false}
263.484	event	input	poke_4_out
263.567	event	input	poke_4
263.864	state		no_reward
263.964	state		reward_consumption
264.200	event	input	poke_4_out
265.201	event	timer	consumption_timer
265.201	state		inter_trial_interval
266.709	state		initiation_state
267.536	event	input	poke_5
267.537	state		choice_state
267.569	event	input	poke_5_out
268.215	event	input	poke_4
268.216	state		chose_left
268.217	variable	print	{"n_trials": 35, "n_rewards": 19, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5133641, "threshold_crossed": false}
268.717	state		no_reward
268.817	state		reward_consumption
269.434	event	input	poke_4_out
270.434	event	timer	consumption_timer
270.434	state		inter_trial_interval
270.495	event	sync	rsync
272.914	state		initiation_state
273.130	event	input	poke_5
273.131	state		choice_state
273.208	event	input	poke_5_out
273.539	event	input	poke_4
273.540	state		chose_left
273.541	variable	print	{"n_trials": 36, "n_rewards": 19, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.4530422, "threshold_crossed": false}
274.042	state		no_reward
274.142	state		reward_consumption
274.540	event	input	poke_4_out
275.076	event	sync	rsync
275.540	event	timer	consumption_timer
275.540	state		inter_trial_interval
278.237	state		initiation_state
278.631	event	sync	rsync
279.605	event	input	poke_5
279.606	state		choice_state
279.651	event	input	poke_5_out
279.966	event	input	poke_6
279.967	state		chose_right
279.968	variable	print	{"n_trials": 37, "n_rewards": 20, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5173115, "threshold_crossed": false}
280.469	state		reward_right
280.590	state		reward_consumption
282.934	event	input	poke_6_out
283.934	event	timer	consumption_timer
283.934	state		inter_trial_interval
285.349	state		initiation_state
286.495	event	sync	rsync
288.931	event	sync	rsync
292.057	event	input	poke_5
292.059	state		forced_choice_right
292.137	event	input	poke_5_out
292.466	event	input	poke_6
292.467	state		chose_right
292.468	variable	print	{"n_trials": 38, "n_rewards": 21, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5173115, "threshold_crossed": false}
292.969	state		reward_right
293.090	state		reward_consumption
294.164	event	sync	rsync
295.776	event	input	poke_6_out
296.776	event	timer	consumption_timer
296.776	state		inter_trial_interval
298.119	state		initiation_state
298.257	event	input	poke_5
298.258	state		choice_state
298.302	event	input	poke_5_out
298.593	event	input	poke_6
298.594	state		chose_right
298.595	variable	print	{"n_trials": 39, "n_rewards": 22, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5740289, "threshold_crossed": false}
299.096	state		reward_right
299.217	state		reward_consumption
302.198	event	input	poke_6_out
302.823	event	sync	rsync
303.198	event	timer	consumption_timer
303.198	state		inter_trial_interval
305.360	state		initiation_state
306.606	event	input	poke_5
306.607	state		choice_state
306.628	event	input	poke_5_out
306.793	event	input	poke_5
306.817	event	input	poke_5_out
306.938	event	sync	rsync
307.113	event	input	poke_6
307.114	state		chose_right
307.115	variable	print	{"n_trials": 40, "n_rewards": 22, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.6240818, "threshold_crossed": false}
307.616	state		no_reward
307.716	state		reward_consumption
307.900	event	input	poke_6_out
308.901	event	timer	consumption_timer
308.901	state		inter_trial_interval
310.420	event	sync	rsync
311.443	state		initiation_state
312.535	event	input	poke_5
312.536	state		choice_state
312.609	event	input	poke_5_out
312.868	event	input	poke_6
312.869	state		chose_right
312.870	variable	print	{"n_trials": 41, "n_rewards": 23, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6682534, "threshold_crossed": false}
313.370	state		reward_right
313.491	state		reward_consumption
313.800	event	sync	rsync
315.896	event	input	poke_6_out
316.896	event	timer	consumption_timer
316.896	state		inter_trial_interval
318.267	state		initiation_state
318.833	event	input	poke_5
318.834	state		forced_choice_left
318.898	event	input	poke_5_out
319.952	event	input	poke_4
319.953	state		chose_left
