time	type	subtype	content
30.544	event	input	poke_6_out
31.545	event	timer	consumption_timer
31.545	state		inter_trial_interval
32.767	state		initiation_state
33.184	event	input	poke_6
33.916	event	input	poke_6_out
34.222	event	input	poke_5
34.223	state		choice_state
34.287	event	input	poke_5_out
34.316	event	sync	rsync
34.543	event	input	poke_6
34.544	state		chose_right
34.545	variable	print	{"n_trials": 3, "n_rewards": 3, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6105996, "threshold_crossed": false}
35.046	state		reward_right
35.119	state		reward_consumption
35.566	event	sync	rsync
37.087	event	input	poke_6_out
38.088	event	timer	consumption_timer
38.088	state		inter_trial_interval
38.798	event	input	poke_5
38.881	event	input	poke_5_out
39.597	event	input	poke_4
39.847	event	input	poke_4_out
40.171	state		initiation_state
41.170	event	input	poke_4
42.107	event	input	poke_4_out
42.505	event	input	poke_5
42.506	state		choice_state
42.574	event	input	poke_5_out
42.818	event	input	poke_4
42.819	state		chose_left
42.820	variable	print	{"n_trials": 4, "n_rewards": 4, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.5388523, "threshold_crossed": false}
43.321	state		reward_left
43.392	state		reward_consumption
44.597	event	sync	rsync
48.412	event	input	poke_4_out
48.654	event	input	poke_4
48.905	event	input	poke_4_out
49.905	event	timer	consumption_timer
49.905	state		inter_trial_interval
52.780	state		initiation_state
52.935	event	input	poke_4
53.372	event	sync	rsync
53.642	event	input	poke_4_out
54.272	event	input	poke_4
55.056	event	input	poke_4_out
55.432	event	input	poke_5
55.433	state		choice_state
55.490	event	input	poke_5_out
55.746	event	input	poke_4
55.747	state		chose_left
55.748	variable	print	{"n_trials": 5, "n_rewards": 4, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.4755354, "threshold_crossed": false}
55.815	event	sync	rsync
56.249	state		no_reward
56.349	state		reward_consumption
56.566	event	input	poke_4_out
57.031	event	input	poke_5
57.118	event	input	poke_5_out
57.406	event	input	poke_4
59.033	event	input	poke_4_out
60.031	event	input	poke_5
60.034	event	timer	consumption_timer
60.034	state		inter_trial_interval
60.120	event	input	poke_5_out
60.666	event	input	poke_6
61.411	event	input	poke_6_out
61.630	state		initiation_state
62.995	event	sync	rsync
63.410	event	input	poke_6
63.436	event	input	poke_6_out
63.601	event	sync	rsync
63.747	event	input	poke_5
63.748	state		forced_choice_right
63.799	event	input	poke_5_out
64.113	event	input	poke_6
64.114	state		chose_right
64.115	variable	print	{"n_trials": 6, "n_rewards": 5, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.4755354, "threshold_crossed": false}
64.615	state		reward_right
64.688	state		reward_consumption
68.410	event	sync	rsync
69.730	event	input	poke_6_out
70.731	event	timer	consumption_timer
70.731	state		inter_trial_interval
72.484	event	input	poke_4
72.502	event	input	poke_4_out
73.590	state		initiation_state
73.933	event	input	poke_5
73.934	state		choice_state
74.010	event	input	poke_5_out
74.283	event	input	poke_4
74.284	state		chose_left
74.285	variable	print	{"n_trials": 7, "n_rewards": 5, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.4196586, "threshold_crossed": false}
74.786	state		no_reward
74.886	state		reward_consumption
75.037	event	input	poke_4_out
75.543	event	input	poke_5
75.569	event	input	poke_5_out
75.600	event	sync	rsync
76.037	event	timer	consumption_timer
76.037	state		inter_trial_interval
77.598	state		initiation_state
77.916	event	input	poke_5
77.917	state		choice_state
77.998	event	input	poke_5_out
78.309	event	input	poke_6
78.310	state		chose_right
78.311	variable	print	{"n_trials": 8, "n_rewards": 6, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.4878505, "threshold_crossed": false}
78.812	state		reward_right
78.885	state		reward_consumption
82.267	event	sync	rsync
83.309	event	input	poke_6_out
84.309	event	timer	consumption_timer
84.309	state		inter_trial_interval
85.086	event	sync	rsync
85.398	state		initiation_state
86.743	event	input	poke_6
87.358	event	input	poke_6_out
87.655	event	input	poke_5
87.656	state		choice_state
87.702	event	input	poke_5_out
87.968	event	input	poke_6
87.969	state		chose_right
87.970	variable	print	{"n_trials": 9, "n_rewards": 7, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5480297, "threshold_crossed": false}
88.471	state		reward_right
88.544	state		reward_consumption
91.494	event	sync	rsync
92.925	event	input	poke_6_out
93.925	event	timer	consumption_timer
93.925	state		inter_trial_interval
94.949	event	sync	rsync
95.959	state		initiation_state
96.396	event	input	poke_5
96.403	state		forced_choice_right
96.432	event	input	poke_5_out
96.761	event	input	poke_6
96.762	state		chose_right
96.763	variable	print	{"n_trials": 10, "n_rewards": 8, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5480297, "threshold_crossed": false}
97.264	state		reward_right
97.337	state		reward_consumption
99.092	event	sync	rsync
100.664	event	input	poke_6_out
101.665	event	timer	consumption_timer
101.665	state		inter_trial_interval
104.298	state		initiation_state
104.565	event	input	poke_6
105.312	event	input	poke_6_out
105.465	event	sync	rsync
105.609	event	input	poke_5
105.610	state		choice_state
105.708	event	input	poke_5_out
105.988	event	input	poke_6
105.989	state		chose_right
105.990	variable	print	{"n_trials": 11, "n_rewards": 9, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6011376, "threshold_crossed": false}
106.491	state		reward_right
106.564	state		reward_consumption
106.785	event	sync	rsync
109.752	event	sync	rsync
110.466	event	input	poke_6_out
111.466	event	timer	consumption_timer
111.466	state		inter_trial_interval
113.255	state		initiation_state
118.010	event	sync	rsync
121.665	event	input	poke_5
121.666	state		choice_state
121.735	event	input	poke_5_out
122.011	event	input	poke_6
122.012	state		chose_right
122.013	variable	print	{"n_trials": 12, "n_rewards": 9, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.6480051, "threshold_crossed": false}
122.513	state		no_reward
122.613	state		reward_consumption
123.037	event	input	poke_6_out
123.052	event	sync	rsync
123.882	event	sync	rsync
124.037	event	timer	consumption_timer
124.037	state		inter_trial_interval
124.595	event	input	poke_4
125.213	event	input	poke_4_out
125.732	state		initiation_state
125.938	event	input	poke_5
125.939	state		choice_state
125.996	event	input	poke_5_out
126.322	event	input	poke_4
126.323	state		chose_left
126.324	variable	print	{"n_trials": 13, "n_rewards": 10, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.5718625, "threshold_crossed": false}
126.825	state		reward_left
126.896	state		reward_consumption
130.102	event	sync	rsync
130.446	event	input	poke_4_out
131.447	event	timer	consumption_timer
131.447	state		inter_trial_interval
134.384	state		initiation_state
134.821	event	input	poke_5
134.822	state		choice_state
134.846	event	input	poke_5_out
134.993	event	input	poke_5
135.054	event	input	poke_5_out
135.434	event	input	poke_6
135.436	state		chose_right
135.437	variable	print	{"n_trials": 14, "n_rewards": 11, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.62217, "threshold_crossed": false}
135.937	state		reward_right
136.010	state		reward_consumption
136.113	event	sync	rsync
139.509	event	input	poke_6_out
140.510	event	timer	consumption_timer
140.510	state		inter_trial_interval
142.400	state		initiation_state
142.952	event	input	poke_5
142.953	state		choice_state
142.969	event	input	poke_5_out
143.211	event	input	poke_6
143.212	state		chose_right
143.213	variable	print	{"n_trials": 15, "n_rewards": 12, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6665663, "threshold_crossed": false}
143.714	state		reward_right
143.787	state		reward_consumption
145.345	event	sync	rsync
146.402	event	input	poke_6_out
147.402	event	timer	consumption_timer
147.402	state		inter_trial_interval
149.157	state		initiation_state
149.475	event	input	poke_5
149.476	state		forced_choice_right
149.491	event	input	poke_5_out
149.807	event	input	poke_6
149.808	state		chose_right
149.809	variable	print	{"n_trials": 16, "n_rewards": 13, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6665663, "threshold_crossed": false}
150.310	state		reward_right
150.383	state		reward_consumption
153.659	event	sync	rsync
157.104	event	input	poke_6_out
158.105	event	timer	consumption_timer
158.105	state		inter_trial_interval
160.836	event	input	poke_6
161.021	state		initiation_state
161.447	event	input	poke_6_out
162.192	event	sync	rsync
162.228	event	input	poke_6
162.681	event	input	poke_6_out
163.259	event	input	poke_6
163.895	event	input	poke_6_out
164.196	event	input	poke_5
164.197	state		forced_choice_left
164.198	event	sync	rsync
164.238	event	input	poke_5_out
164.544	event	input	poke_6
165.124	event	input	poke_6_out
165.416	event	input	poke_5
165.520	event	input	poke_5_out
165.839	event	input	poke_4
165.840	state		chose_left
165.841	variable	print	{"n_trials": 17, "n_rewards": 13, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.6665663, "threshold_crossed": false}
166.342	state		no_reward
166.442	state		reward_consumption
166.646	event	input	poke_4_out
166.685	event	input	poke_4
166.709	event	input	poke_4_out
167.709	event	timer	consumption_timer
167.709	state		inter_trial_interval
169.976	event	sync	rsync
170.669	state		initiation_state
171.046	event	input	poke_5
171.047	state		choice_state
171.075	event	input	poke_5_out
171.200	event	input	poke_5
171.281	event	input	poke_5_out
171.581	event	input	poke_4
171.582	state		chose_left
171.583	variable	print	{"n_trials": 18, "n_rewards": 14, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.5882426, "threshold_crossed": false}
172.084	state		reward_left
172.129	event	input	poke_4_out
172.155	state		reward_consumption
172.193	event	input	poke_4
178.330	event	sync	rsync
180.138	event	sync	rsync
180.657	event	input	poke_4_out
181.225	event	sync	rsync
181.658	event	timer	consumption_timer
181.658	state		inter_trial_interval
184.219	state		initiation_state
184.826	event	input	poke_5
184.827	state		choice_state
184.881	event	input	poke_5_out
185.364	event	input	poke_4
185.365	state		chose_left
185.366	variable	print	{"n_trials": 19, "n_rewards": 14, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5191223, "threshold_crossed": false}
185.867	state		no_reward
185.967	state		reward_consumption
186.165	event	input	poke_4_out
187.166	event	timer	consumption_timer
187.166	state		inter_trial_interval
189.123	event	sync	rsync
189.862	state		initiation_state
191.962	event	sync	rsync
195.492	event	sync	rsync
196.838	event	input	poke_5
196.839	state		choice_state
196.861	event	input	poke_5_out
197.545	event	input	poke_5
197.581	event	input	poke_5_out
198.495	event	input	poke_6
198.497	state		chose_right
198.498	variable	print	{"n_trials": 20, "n_rewards": 15, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5756269, "threshold_crossed": false}
198.998	state		reward_right
199.071	state		reward_consumption
200.928	event	sync	rsync
202.183	event	sync	rsync
202.319	event	input	poke_6_out
203.319	event	timer	consumption_timer
203.319	state		inter_trial_interval
204.560	state		initiation_state
206.802	event	input	poke_6
206.982	event	input	poke_6_out
207.237	event	input	poke_5
207.238	state		forced_choice_left
207.281	event	input	poke_5_out
207.699	event	input	poke_5
207.763	event	input	poke_5_out
208.195	event	input	poke_5
208.267	event	input	poke_5_out
208.588	event	input	poke_4
208.589	state		chose_left
208.590	variable	print	{"n_trials": 21, "n_rewards": 15, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5756269, "threshold_crossed": false}
209.091	state		no_reward
209.191	state		reward_consumption
209.404	event	input	poke_4_out
210.405	event	timer	consumption_timer
210.405	state		inter_trial_interval
211.282	event	sync	rsync
211.826	event	input	poke_5
211.913	event	input	poke_5_out
213.092	state		initiation_state
213.574	event	input	poke_6
213.586	event	input	poke_6_out
214.705	event	input	poke_5
214.707	state		choice_state
214.786	event	input	poke_5_out
215.039	event	input	poke_6
215.041	state		chose_right
215.041	variable	print	{"n_trials": 22, "n_rewards": 16, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6254921, "threshold_crossed": false}
215.542	state		reward_right
215.615	state		reward_consumption
218.128	event	sync	rsync
220.826	event	input	poke_6_out
221.827	event	timer	consumption_timer
221.827	state		inter_trial_interval
224.567	state		initiation_state
224.950	event	input	poke_6
225.584	event	input	poke_6_out
226.324	event	input	poke_5
226.325	state		choice_state
226.342	event	sync	rsync
226.434	event	input	poke_5_out
226.694	event	input	poke_6
226.695	state		chose_right
226.696	variable	print	{"n_trials": 23, "n_rewards": 16, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.669498, "threshold_crossed": false}
227.197	state		no_reward
227.297	state		reward_consumption
227.482	event	input	poke_6_out
227.927	event	input	poke_5
228.060	event	input	poke_5_out
228.483	event	timer	consumption_timer
228.483	state		inter_trial_interval
228.578	event	input	poke_4
228.651	event	input	poke_4_out
229.258	event	sync	rsync
230.194	event	input	poke_5
230.231	event	input	poke_5_out
230.903	state		initiation_state
231.288	event	input	poke_5
231.289	state		choice_state
231.315	event	input	poke_5_out
231.669	event	input	poke_6
231.671	state		chose_right
231.671	variable	print	{"n_trials": 24, "n_rewards": 16, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.708333, "threshold_crossed": false}
232.172	state		no_reward
232.272	state		reward_consumption
232.383	event	input	poke_6_out
232.632	event	sync	rsync
232.757	event	input	poke_5
232.894	event	input	poke_5_out
233.383	event	timer	consumption_timer
233.383	state		inter_trial_interval
234.272	event	input	poke_4
234.360	event	input	poke_4_out
234.558	event	sync	rsync
235.285	state		initiation_state
235.412	event	input	poke_5
235.414	state		choice_state
235.424	event	input	poke_5_out
235.706	event	input	poke_4
235.707	state		chose_left
235.708	variable	print	{"n_trials": 25, "n_rewards": 16, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.6251016, "threshold_crossed": false}
236.209	state		no_reward
236.309	state		reward_consumption
236.426	event	input	poke_4_out
237.190	event	sync	rsync
237.360	event	input	poke_4
238.080	event	input	poke_4_out
238.888	event	input	poke_5
238.942	event	input	poke_5_out
239.080	event	timer	consumption_timer
239.080	state		inter_trial_interval
241.505	state		initiation_state
241.726	event	input	poke_5
241.727	state		choice_state
241.816	event	input	poke_5_out
242.069	event	input	poke_6
242.070	state		chose_right
242.071	variable	print	{"n_trials": 26, "n_rewards": 16, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": false, "mov_ave": 0.6691533, "threshold_crossed": false}
242.401	event	sync	rsync
242.572	state		no_reward
242.672	state		reward_consumption
242.940	event	input	poke_6_out
243.377	event	input	poke_5
243.441	event	input	poke_5_out
243.940	event	timer	consumption_timer
243.940	state		inter_trial_interval
244.164	event	input	poke_4
244.200	event	input	poke_4_out
244.734	event	input	poke_4
244.865	event	input	poke_4_out
245.028	event	input	poke_4
245.248	event	input	poke_4_out
245.461	event	input	poke_4
245.466	event	input	poke_4_out
245.649	state		initiation_state
246.364	event	input	poke_4
246.369	event	input	poke_4_out
246.674	event	input	poke_5
246.675	state		forced_choice_left
246.785	event	input	poke_5_out
247.104	event	input	poke_4
247.106	state		chose_left
247.106	variable	print	{"n_trials": 27, "n_rewards": 16, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.6691533, "threshold_crossed": false}
247.607	state		no_reward
247.707	state		reward_consumption
248.398	event	input	poke_4_out
249.398	event	timer	consumption_timer
249.398	state		inter_trial_interval
250.843	event	input	poke_4
250.877	event	sync	rsync
250.931	event	input	poke_4_out
251.228	state		initiation_state
251.615	event	input	poke_4
252.478	event	input	poke_4_out
252.871	event	input	poke_5
252.872	state		choice_state
252.884	event	input	poke_5_out
253.161	event	input	poke_4
253.163	state		chose_left
253.164	variable	print	{"n_trials": 28, "n_rewards": 17, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.5905257, "threshold_crossed": false}
253.664	state		reward_left
253.735	state		reward_consumption
257.607	event	sync	rsync
259.213	event	sync	rsync
261.685	event	sync	rsync
262.822	event	input	poke_4_out
263.823	event	timer	consumption_timer
263.823	state		inter_trial_interval
265.459	event	sync	rsync
266.243	state		initiation_state
267.082	event	input	poke_5
267.084	state		choice_state
267.168	event	input	poke_5_out
267.516	event	input	poke_4
267.517	state		chose_left
267.518	variable	print	{"n_trials": 29, "n_rewards": 17, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5211371, "threshold_crossed": false}
268.019	state		no_reward
268.119	state		reward_consumption
268.316	event	input	poke_4_out
269.316	event	timer	consumption_timer
269.316	state		inter_trial_interval
269.611	event	sync	rsync
271.559	state		initiation_state
272.056	event	input	poke_5
272.057	state		forced_choice_right
272.098	event	input	poke_5_out
272.515	event	input	poke_4
273.431	event	input	poke_4_out
273.776	event	input	poke_5
273.806	event	input	poke_5_out
274.064	event	input	poke_4
274.774	event	input	poke_4_out
275.621	event	input	poke_6
275.622	state		chose_right
275.623	variable	print	{"n_trials": 30, "n_rewards": 18, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.5211371, "threshold_crossed": false}
276.124	state		reward_right
276.197	state		reward_consumption
278.570	event	sync	rsync
279.954	event	input	poke_6_out
280.955	event	timer	consumption_timer
280.955	state		inter_trial_interval
281.237	event	input	poke_6
281.403	event	input	poke_6_out
283.574	state		initiation_state
284.675	event	sync	rsync
287.704	event	input	poke_5
287.706	state		choice_state
287.755	event	input	poke_5_out
288.019	event	input	poke_6
288.020	state		chose_right
288.021	variable	print	{"n_trials": 31, "n_rewards": 19, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.577405, "threshold_crossed": false}
288.522	state		reward_right
288.595	state		reward_consumption
290.867	event	input	poke_6_out
291.868	event	timer	consumption_timer
291.868	state		inter_trial_interval
292.344	event	sync	rsync
293.294	state		initiation_state
293.848	event	input	poke_5
293.849	state		choice_state
293.925	event	input	poke_5_out
294.176	event	input	poke_6
294.178	state		chose_right
294.178	variable	print	{"n_trials": 32, "n_rewards": 20, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6270612, "threshold_crossed": false}
294.679	state		reward_right
294.752	state		reward_consumption
298.921	event	input	poke_6_out
299.921	event	timer	consumption_timer
299.921	state		inter_trial_interval
300.606	event	sync	rsync
301.950	state		initiation_state
302.550	event	input	poke_6
303.221	event	input	poke_6_out
303.480	event	input	poke_5
303.482	state		choice_state
303.524	event	input	poke_5_out
303.790	event	input	poke_6
303.791	state		chose_right
303.792	variable	print	{"n_trials": 33, "n_rewards": 21, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6708827, "threshold_crossed": false}
303.992	event	sync	rsync
304.293	state		reward_right
304.366	state		reward_consumption
307.551	event	input	poke_6_out
308.551	event	timer	consumption_timer
308.551	state		inter_trial_interval
310.955	event	input	poke_5
310.997	event	input	poke_5_out
311.181	state		initiation_state
312.103	event	input	poke_4
312.209	event	input	poke_4_out
312.567	event	input	poke_5
312.568	state		choice_state
312.662	event	input	poke_5_out
312.949	event	input	poke_4
312.950	state		chose_left
312.951	variable	print	{"n_trials": 34, "n_rewards": 21, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5920519, "threshold_crossed": false}
313.006	event	sync	rsync
313.452	state		no_reward
313.552	state		reward_consumption
313.728	event	input	poke_4_out
314.203	event	sync	rsync
314.729	event	timer	consumption_timer
314.729	state		inter_trial_interval
317.351	state		initiation_state
317.588	event	input	poke_5
317.589	state		forced_choice_left
317.672	event	input	poke_5_out
317.692	event	input	poke_5
317.815	event	input	poke_5_out
318.166	event	input	poke_4
318.167	state		chose_left
318.168	variable	print	{"n_trials": 35, "n_rewards": 21, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": false, "mov_ave": 0.5920519, "threshold_crossed": false}
318.189	event	input	poke_4_out
318.533	event	input	poke_5
318.588	event	input	poke_5_out
318.668	state		no_reward
318.768	state		reward_consumption
319.689	event	input	poke_6
319.866	event	input	poke_6_out
320.601	event	input	poke_5
320.728	event	input	poke_5_out
320.866	event	timer	consumption_timer
320.866	state		inter_trial_interval
321.413	event	input	poke_5
321.469	event	input	poke_5_out
323.086	event	sync	rsync
323.836	state		initiation_state
324.673	event	sync	rsync
325.335	event	sync	rsync
325.585	event	input	poke_6
325.818	event	input	poke_6_out
326.197	event	input	poke_5
326.198	state		choice_state
326.302	event	input	poke_5_out
326.661	event	input	poke_6
326.662	state		chose_right
326.663	variable	print	{"n_trials": 36, "n_rewards": 22, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.639987, "threshold_crossed": false}
327.163	state		reward_right
327.236	state		reward_consumption
331.399	event	sync	rsync
332.663	event	input	poke_6_out
333.663	event	timer	consumption_timer
333.663	state		inter_trial_interval
335.273	state		initiation_state
338.128	event	input	poke_5
338.129	state		choice_state
338.183	event	input	poke_5_out
338.524	event	input	poke_6
338.525	state		chose_right
338.526	variable	print	{"n_trials": 37, "n_rewards": 23, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.6822897, "threshold_crossed": false}
339.027	state		reward_right
339.100	state		reward_consumption
340.795	event	sync	rsync
344.415	event	input	poke_6_out
345.226	event	sync	rsync
345.415	event	timer	consumption_timer
345.415	state		inter_trial_interval
347.254	state		initiation_state
349.548	event	input	poke_5
349.549	state		choice_state
349.595	event	input	poke_5_out
349.865	event	input	poke_6
349.867	state		chose_right
349.868	variable	print	{"n_trials": 38, "n_rewards": 24, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.7196217, "threshold_crossed": false}
350.368	state		reward_right
350.413	event	sync	rsync
350.441	state		reward_consumption
352.729	event	input	poke_6_out
353.729	event	timer	consumption_timer
353.729	state		inter_trial_interval
354.491	event	input	poke_5
354.592	event	input	poke_5_out
354.981	event	input	poke_5
355.055	event	input	poke_5_out
355.493	state		initiation_state
355.553	event	input	poke_6
356.301	event	input	poke_6_out
356.661	event	input	poke_5
356.662	state		choice_state
356.727	event	input	poke_5_out
356.786	event	input	poke_5
356.840	event	input	poke_5_out
357.095	event	input	poke_6
357.097	state		chose_right
357.098	variable	print	{"n_trials": 39, "n_rewards": 25, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.752567, "threshold_crossed": true}
357.598	state		reward_right
357.671	state		reward_consumption
359.125	event	sync	rsync
359.496	event	input	poke_6_out
360.497	event	timer	consumption_timer
360.497	state		inter_trial_interval
361.801	state		initiation_state
362.905	event	input	poke_5
362.906	state		forced_choice_left
362.939	event	input	poke_5_out
363.266	event	input	poke_5
363.350	event	input	poke_5_out
363.600	event	input	poke_6
364.460	event	input	poke_6_out
364.756	event	sync	rsync
366.778	event	input	poke_5
366.845	event	input	poke_5_out
367.245	event	input	poke_4
367.246	state		chose_left
367.247	variable	print	{"n_trials": 40, "n_rewards": 26, "n_blocks": 0, "forced_choice": true, "good_poke": "poke_6", "choice": "poke_4", "correct": false, "outcome": true, "mov_ave": 0.752567, "threshold_crossed": true}
367.748	state		reward_left
367.819	state		reward_consumption
368.628	event	sync	rsync
369.555	event	sync	rsync
372.439	event	sync	rsync
373.680	event	input	poke_4_out
374.681	event	timer	consumption_timer
374.681	state		inter_trial_interval
376.575	event	sync	rsync
377.172	state		initiation_state
377.218	event	sync	rsync
380.685	event	sync	rsync
381.351	event	input	poke_5
381.352	state		choice_state
381.436	event	input	poke_5_out
381.804	event	input	poke_6
381.805	state		chose_right
381.806	variable	print	{"n_trials": 41, "n_rewards": 27, "n_blocks": 0, "forced_choice": false, "good_poke": "poke_6", "choice": "poke_6", "correct": true, "outcome": true, "mov_ave": 0.7816411, "threshold_crossed": true}
382.306	state		reward_right
382.379	state		reward_consumption
384.778	event	input	poke_6_out
385.779	event	timer	consumption_timer
385.779	state		inter_trial_interval
388.006	state		initiation_state
388.886	event	input	poke_6
388.989	event	input	poke_6_out
389.780	event	input	poke_6
390.059	event	sync	rsync
390.594	event	input	poke_6_out
391.364	event	input	poke_5
